"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"709","220904 CU vs IA 3-0s3","CU","IA","CU 22","TRUE","TRUE",3,1,5,0,6,27,4,9,37
"710","220904 CU vs IA 3-0s3","IA","CU","22","FALSE","FALSE",3,1,5,0,6,27,4,9,37
"711","220909 CU vs FIU 3-0s1","CU","FIU","CU 22","TRUE","TRUE",4,3,9,0,4,22,5,16,31
"712","220909 CU vs FIU 3-0s1","FIU","CU","22","FALSE","FALSE",4,3,9,0,4,22,5,16,31
"713","220909 CU vs FIU 3-0s2","CU","FIU","CU 22","TRUE","TRUE",3,1,6,0,1,26,7,10,34
"714","220909 CU vs FIU 3-0s2","FIU","CU","22","FALSE","FALSE",3,1,6,0,1,26,7,10,34
"715","220909 CU vs FIU 3-0s3","CU","FIU","CU 22","TRUE","TRUE",1,0,7,0,2,30,3,8,35
"716","220909 CU vs FIU 3-0s3","FIU","CU","22","FALSE","FALSE",1,0,7,0,2,30,3,8,35
"717","220909 CU vs UALR 3-0s1","CU","UALR","CU 22","TRUE","TRUE",3,0,4,0,3,26,5,7,34
"718","220909 CU vs UALR 3-0s1","UALR","CU","22","FALSE","FALSE",3,0,4,0,3,26,5,7,34
"719","220909 CU vs UALR 3-0s2","CU","UALR","CU 22","TRUE","TRUE",0,1,5,2,3,30,3,8,36
"720","220909 CU vs UALR 3-0s2","UALR","CU","22","FALSE","FALSE",0,1,5,2,3,30,3,8,36
"721","220909 CU vs UALR 3-0s3","CU","UALR","CU 22","TRUE","TRUE",4,1,10,1,2,20,7,16,29
"722","220909 CU vs UALR 3-0s3","UALR","CU","22","FALSE","FALSE",4,1,10,1,2,20,7,16,29
"723","220911 CU @ AR 0-3s1","AR","CU","22","TRUE","TRUE",4,1,6,0,2,23,9,11,34
"724","220911 CU @ AR 0-3s1","CU","AR","CU 22","FALSE","FALSE",4,1,6,0,2,23,9,11,34
"725","220911 CU @ AR 0-3s2","AR","CU","22","TRUE","TRUE",6,0,4,0,2,24,5,10,31
"726","220911 CU @ AR 0-3s2","CU","AR","CU 22","FALSE","FALSE",6,0,4,0,2,24,5,10,31
"727","220911 CU @ AR 0-3s3","AR","CU","22","TRUE","TRUE",4,1,4,0,4,21,5,9,30
"728","220911 CU @ AR 0-3s3","CU","AR","CU 22","FALSE","FALSE",4,1,4,0,4,21,5,9,30
"729","220915 CU @ CO St 1-3s1","CO St","CU","22","TRUE","TRUE",1,1,4,0,3,30,4,6,37
"730","220915 CU @ CO St 1-3s1","CU","CO St","CU 22","FALSE","FALSE",1,1,4,0,3,30,4,6,37
"731","220915 CU @ CO St 1-3s2","CO St","CU","22","TRUE","TRUE",0,0,4,0,5,31,4,4,40
"732","220915 CU @ CO St 1-3s2","CU","CO St","CU 22","FALSE","FALSE",0,0,4,0,5,31,4,4,40
"733","220915 CU @ CO St 1-3s3","CO St","CU","22","TRUE","FALSE",5,0,6,0,3,23,9,11,35
"734","220915 CU @ CO St 1-3s3","CU","CO St","CU 22","FALSE","TRUE",5,0,6,0,3,23,9,11,35
"735","220915 CU @ CO St 1-3s4","CO St","CU","22","TRUE","TRUE",4,5,6,0,5,27,7,15,39
"736","220915 CU @ CO St 1-3s4","CU","CO St","CU 22","FALSE","FALSE",4,5,6,0,5,27,7,15,39
"737","220916 CU vs CO St 3-2s1","CO St","CU","22","FALSE","TRUE",4,1,2,0,3,30,6,7,39
"738","220916 CU vs CO St 3-2s1","CU","CO St","CU 22","TRUE","FALSE",4,1,2,0,3,30,6,7,39
"739","220916 CU vs CO St 3-2s2","CO St","CU","22","FALSE","TRUE",3,0,10,0,0,19,3,13,22
"740","220916 CU vs CO St 3-2s2","CU","CO St","CU 22","TRUE","FALSE",3,0,10,0,0,19,3,13,22
"741","220916 CU vs CO St 3-2s3","CO St","CU","22","FALSE","FALSE",4,0,7,0,0,30,4,11,34
"742","220916 CU vs CO St 3-2s3","CU","CO St","CU 22","TRUE","TRUE",4,0,7,0,0,30,4,11,34
"743","220916 CU vs CO St 3-2s4","CO St","CU","22","FALSE","FALSE",5,0,5,0,1,28,5,10,34
"744","220916 CU vs CO St 3-2s4","CU","CO St","CU 22","TRUE","TRUE",5,0,5,0,1,28,5,10,34
"745","220916 CU vs CO St 3-2s5","CO St","CU","22","FALSE","FALSE",0,1,3,0,0,15,4,4,19
"746","220916 CU vs CO St 3-2s5","CU","CO St","CU 22","TRUE","TRUE",0,1,3,0,0,15,4,4,19
"747","220922 CU @ UT 3-0s1","CU","UT","CU 22","TRUE","TRUE",4,1,7,0,2,28,6,12,36
"748","220922 CU @ UT 3-0s1","UT","CU","22","FALSE","FALSE",4,1,7,0,2,28,6,12,36
"749","220922 CU @ UT 3-0s2","CU","UT","CU 22","TRUE","TRUE",2,1,12,1,3,13,4,16,20
"750","220922 CU @ UT 3-0s2","UT","CU","22","FALSE","FALSE",2,1,12,1,3,13,4,16,20
"751","220922 CU @ UT 3-0s3","CU","UT","CU 22","TRUE","TRUE",4,1,9,0,2,23,8,14,33
"752","220922 CU @ UT 3-0s3","UT","CU","22","FALSE","FALSE",4,1,9,0,2,23,8,14,33
"753","220925 CU vs AZ St 3-0s1","AZ St","CU","22","FALSE","FALSE",2,1,7,0,4,26,3,10,33
"754","220925 CU vs AZ St 3-0s1","CU","AZ St","CU 22","TRUE","TRUE",2,1,7,0,4,26,3,10,33
"755","220925 CU vs AZ St 3-0s2","AZ St","CU","22","FALSE","FALSE",4,1,4,0,2,21,8,9,31
"756","220925 CU vs AZ St 3-0s2","CU","AZ St","CU 22","TRUE","TRUE",4,1,4,0,2,21,8,9,31
"757","220925 CU vs AZ St 3-0s3","AZ St","CU","22","FALSE","FALSE",2,1,8,0,1,26,4,11,31
"758","220925 CU vs AZ St 3-0s3","CU","AZ St","CU 22","TRUE","TRUE",2,1,8,0,1,26,4,11,31
"759","220930 CU @ USC 1-3s1","CU","USC","CU 22","FALSE","FALSE",4,0,4,0,5,23,4,8,32
"760","220930 CU @ USC 1-3s1","USC","CU","22","TRUE","TRUE",4,0,4,0,5,23,4,8,32
"761","220930 CU @ USC 1-3s2","CU","USC","CU 22","FALSE","TRUE",7,1,7,0,4,25,4,15,33
"762","220930 CU @ USC 1-3s2","USC","CU","22","TRUE","FALSE",7,1,7,0,4,25,4,15,33
"763","220930 CU @ USC 1-3s3","CU","USC","CU 22","FALSE","FALSE",9,0,2,0,7,22,4,11,33
"764","220930 CU @ USC 1-3s3","USC","CU","22","TRUE","TRUE",9,0,2,0,7,22,4,11,33
"765","220930 CU @ USC 1-3s4","CU","USC","CU 22","FALSE","FALSE",7,1,7,1,4,26,8,16,38
"766","220930 CU @ USC 1-3s4","USC","CU","22","TRUE","TRUE",7,1,7,1,4,26,8,16,38
"767","221002 CU @ UCLA 3-1s1","CU","UCLA","CU 22","TRUE","TRUE",2,1,4,0,0,26,11,7,37
"768","221002 CU @ UCLA 3-1s1","UCLA","CU","22","FALSE","FALSE",2,1,4,0,0,26,11,7,37
"769","221002 CU @ UCLA 3-1s2","CU","UCLA","CU 22","TRUE","TRUE",7,1,2,0,4,30,6,10,40
"770","221002 CU @ UCLA 3-1s2","UCLA","CU","22","FALSE","FALSE",7,1,2,0,4,30,6,10,40
"771","221002 CU @ UCLA 3-1s3","CU","UCLA","CU 22","TRUE","FALSE",4,1,5,0,2,28,8,10,38
"772","221002 CU @ UCLA 3-1s3","UCLA","CU","22","FALSE","TRUE",4,1,5,0,2,28,8,10,38
"773","221002 CU @ UCLA 3-1s4","CU","UCLA","CU 22","TRUE","TRUE",2,0,4,1,0,33,8,7,41
"774","221002 CU @ UCLA 3-1s4","UCLA","CU","22","FALSE","FALSE",2,0,4,1,0,33,8,7,41
"775","221007 CU vs Stan 1-3s1","CU","Stan","CU 22","FALSE","FALSE",0,0,6,0,0,29,3,6,32
"776","221007 CU vs Stan 1-3s1","Stan","CU","22","TRUE","TRUE",0,0,6,0,0,29,3,6,32
"777","221007 CU vs Stan 1-3s2","CU","Stan","CU 22","FALSE","TRUE",4,0,8,0,3,26,4,12,33
"778","221007 CU vs Stan 1-3s2","Stan","CU","22","TRUE","FALSE",4,0,8,0,3,26,4,12,33
"779","221007 CU vs Stan 1-3s3","CU","Stan","CU 22","FALSE","FALSE",4,0,5,1,1,30,4,10,35
"780","221007 CU vs Stan 1-3s3","Stan","CU","22","TRUE","TRUE",4,0,5,1,1,30,4,10,35
"781","221007 CU vs Stan 1-3s4","CU","Stan","CU 22","FALSE","FALSE",3,0,3,1,7,28,6,7,41
"782","221007 CU vs Stan 1-3s4","Stan","CU","22","TRUE","TRUE",3,0,3,1,7,28,6,7,41
"783","221009 CU vs Cal 3-0s1","CU","Cal","CU 22","TRUE","TRUE",3,0,9,0,1,28,1,12,30
"784","221009 CU vs Cal 3-0s1","Cal","CU","22","FALSE","FALSE",3,0,9,0,1,28,1,12,30
"785","221009 CU vs Cal 3-0s2","CU","Cal","CU 22","TRUE","TRUE",2,1,4,1,3,33,4,8,40
"786","221009 CU vs Cal 3-0s2","Cal","CU","22","FALSE","FALSE",2,1,4,1,3,33,4,8,40
"787","221009 CU vs Cal 3-0s3","CU","Cal","CU 22","TRUE","TRUE",2,2,4,0,4,30,5,8,39
"788","221009 CU vs Cal 3-0s3","Cal","CU","22","FALSE","FALSE",2,2,4,0,4,30,5,8,39
"789","221014 CU vs WA St 3-1s1","CU","WA St","CU 22","TRUE","TRUE",5,3,6,1,3,25,3,15,31
"790","221014 CU vs WA St 3-1s1","WA St","CU","22","FALSE","FALSE",5,3,6,1,3,25,3,15,31
"791","221014 CU vs WA St 3-1s2","CU","WA St","CU 22","TRUE","TRUE",4,1,5,0,1,25,6,10,32
"792","221014 CU vs WA St 3-1s2","WA St","CU","22","FALSE","FALSE",4,1,5,0,1,25,6,10,32
"793","221014 CU vs WA St 3-1s3","CU","WA St","CU 22","TRUE","FALSE",5,0,5,0,4,21,5,10,30
"794","221014 CU vs WA St 3-1s3","WA St","CU","22","FALSE","TRUE",5,0,5,0,4,21,5,10,30
"795","221014 CU vs WA St 3-1s4","CU","WA St","CU 22","TRUE","TRUE",2,2,6,0,1,17,6,10,24
"796","221014 CU vs WA St 3-1s4","WA St","CU","22","FALSE","FALSE",2,2,6,0,1,17,6,10,24
"797","221016 CU vs WA 1-3s1","CU","WA","CU 22","FALSE","FALSE",1,0,10,0,2,28,3,11,33
"798","221016 CU vs WA 1-3s1","WA","CU","22","TRUE","TRUE",1,0,10,0,2,28,3,11,33
"799","221016 CU vs WA 1-3s2","CU","WA","CU 22","FALSE","FALSE",1,2,7,0,1,28,3,10,32
"800","221016 CU vs WA 1-3s2","WA","CU","22","TRUE","TRUE",1,2,7,0,1,28,3,10,32
"801","221016 CU vs WA 1-3s3","CU","WA","CU 22","FALSE","TRUE",2,2,8,0,3,29,3,12,35
"802","221016 CU vs WA 1-3s3","WA","CU","22","TRUE","FALSE",2,2,8,0,3,29,3,12,35
"803","221016 CU vs WA 1-3s4","CU","WA","CU 22","FALSE","FALSE",4,3,2,0,2,29,8,9,39
"804","221016 CU vs WA 1-3s4","WA","CU","22","TRUE","TRUE",4,3,2,0,2,29,8,9,39
"805","221021 CU @ OR St 1-3s1","CU","OR St","CU 22","FALSE","FALSE",3,0,2,0,4,31,4,5,39
"806","221021 CU @ OR St 1-3s1","OR St","CU","22","TRUE","TRUE",3,0,2,0,4,31,4,5,39
"807","221021 CU @ OR St 1-3s2","CU","OR St","CU 22","FALSE","TRUE",5,0,6,1,2,25,3,12,30
"808","221021 CU @ OR St 1-3s2","OR St","CU","22","TRUE","FALSE",5,0,6,1,2,25,3,12,30
"809","221021 CU @ OR St 1-3s3","CU","OR St","CU 22","FALSE","FALSE",3,0,5,0,2,31,3,8,36
"810","221021 CU @ OR St 1-3s3","OR St","CU","22","TRUE","TRUE",3,0,5,0,2,31,3,8,36
"811","221021 CU @ OR St 1-3s4","CU","OR St","CU 22","FALSE","FALSE",7,0,5,1,3,28,1,13,32
"812","221021 CU @ OR St 1-3s4","OR St","CU","22","TRUE","TRUE",7,0,5,1,3,28,1,13,32
"813","221023 CU @ OR 0-3s1","CU","OR","CU 22","FALSE","FALSE",2,0,6,0,1,31,8,8,40
"814","221023 CU @ OR 0-3s1","OR","CU","22","TRUE","TRUE",2,0,6,0,1,31,8,8,40
"815","221023 CU @ OR 0-3s2","CU","OR","CU 22","FALSE","FALSE",3,1,8,0,4,22,4,12,30
"816","221023 CU @ OR 0-3s2","OR","CU","22","TRUE","TRUE",3,1,8,0,4,22,4,12,30
"817","221023 CU @ OR 0-3s3","CU","OR","CU 22","FALSE","FALSE",8,0,4,0,6,25,4,12,35
"818","221023 CU @ OR 0-3s3","OR","CU","22","TRUE","TRUE",8,0,4,0,6,25,4,12,35
"819","221028 CU vs UCLA 3-1s1","CU","UCLA","CU 22","TRUE","TRUE",3,0,12,0,1,27,5,15,33
"820","221028 CU vs UCLA 3-1s1","UCLA","CU","22","FALSE","FALSE",3,0,12,0,1,27,5,15,33
"821","221028 CU vs UCLA 3-1s2","CU","UCLA","CU 22","TRUE","FALSE",6,0,5,0,1,26,5,11,32
"822","221028 CU vs UCLA 3-1s2","UCLA","CU","22","FALSE","TRUE",6,0,5,0,1,26,5,11,32
"823","221028 CU vs UCLA 3-1s3","CU","UCLA","CU 22","TRUE","TRUE",1,1,3,1,1,28,5,6,34
"824","221028 CU vs UCLA 3-1s3","UCLA","CU","22","FALSE","FALSE",1,1,3,1,1,28,5,6,34
"825","221028 CU vs UCLA 3-1s4","CU","UCLA","CU 22","TRUE","TRUE",4,1,8,1,3,27,6,14,36
"826","221028 CU vs UCLA 3-1s4","UCLA","CU","22","FALSE","FALSE",4,1,8,1,3,27,6,14,36
"827","221030 CU vs USC 3-1s1","CU","USC","CU 22","TRUE","FALSE",4,0,6,0,2,31,2,10,35
"828","221030 CU vs USC 3-1s1","USC","CU","22","FALSE","TRUE",4,0,6,0,2,31,2,10,35
"829","221030 CU vs USC 3-1s2","CU","USC","CU 22","TRUE","TRUE",4,1,8,0,4,23,7,13,34
"830","221030 CU vs USC 3-1s2","USC","CU","22","FALSE","FALSE",4,1,8,0,4,23,7,13,34
"831","221030 CU vs USC 3-1s3","CU","USC","CU 22","TRUE","TRUE",3,3,1,1,4,26,6,8,36
"832","221030 CU vs USC 3-1s3","USC","CU","22","FALSE","FALSE",3,3,1,1,4,26,6,8,36
"833","221030 CU vs USC 3-1s4","CU","USC","CU 22","TRUE","TRUE",4,0,3,0,3,27,8,7,38
"834","221030 CU vs USC 3-1s4","USC","CU","22","FALSE","FALSE",4,0,3,0,3,27,8,7,38
"835","221104 CU @ Cal 3-1s1","CU","Cal","CU 22","TRUE","TRUE",2,1,5,0,4,25,4,8,33
"836","221104 CU @ Cal 3-1s1","Cal","CU","22","FALSE","FALSE",2,1,5,0,4,25,4,8,33
"837","221104 CU @ Cal 3-1s2","CU","Cal","CU 22","TRUE","FALSE",2,2,9,1,3,21,6,14,30
"838","221104 CU @ Cal 3-1s2","Cal","CU","22","FALSE","TRUE",2,2,9,1,3,21,6,14,30
"839","221104 CU @ Cal 3-1s3","CU","Cal","CU 22","TRUE","TRUE",2,2,3,0,2,27,9,7,38
"840","221104 CU @ Cal 3-1s3","Cal","CU","22","FALSE","FALSE",2,2,3,0,2,27,9,7,38
"841","221104 CU @ Cal 3-1s4","CU","Cal","CU 22","TRUE","TRUE",3,0,4,0,0,31,3,7,34
"842","221104 CU @ Cal 3-1s4","Cal","CU","22","FALSE","FALSE",3,0,4,0,0,31,3,7,34
"843","221106 CU @ Stan 0-3s1","CU","Stan","CU 22","FALSE","FALSE",6,1,4,0,2,25,3,11,30
"844","221106 CU @ Stan 0-3s1","Stan","CU","22","TRUE","TRUE",6,1,4,0,2,25,3,11,30
"845","221106 CU @ Stan 0-3s2","CU","Stan","CU 22","FALSE","FALSE",8,1,3,1,3,27,7,13,37
"846","221106 CU @ Stan 0-3s2","Stan","CU","22","TRUE","TRUE",8,1,3,1,3,27,7,13,37
"847","221106 CU @ Stan 0-3s3","CU","Stan","CU 22","FALSE","FALSE",9,2,2,0,2,27,3,13,32
"848","221106 CU @ Stan 0-3s3","Stan","CU","22","TRUE","TRUE",9,2,2,0,2,27,3,13,32
"849","221110 CU vs OR 2-3s1","CU","OR","CU 22","FALSE","TRUE",3,1,7,1,1,21,4,12,26
"850","221110 CU vs OR 2-3s1","OR","CU","22","TRUE","FALSE",3,1,7,1,1,21,4,12,26
"851","221110 CU vs OR 2-3s2","CU","OR","CU 22","FALSE","TRUE",2,0,5,1,2,31,4,8,37
"852","221110 CU vs OR 2-3s2","OR","CU","22","TRUE","FALSE",2,0,5,1,2,31,4,8,37
"853","221110 CU vs OR 2-3s3","CU","OR","CU 22","FALSE","FALSE",2,0,5,0,1,36,3,7,40
"854","221110 CU vs OR 2-3s3","OR","CU","22","TRUE","TRUE",2,0,5,0,1,36,3,7,40
"855","221110 CU vs OR 2-3s4","CU","OR","CU 22","FALSE","FALSE",4,2,6,0,2,30,6,12,38
"856","221110 CU vs OR 2-3s4","OR","CU","22","TRUE","TRUE",4,2,6,0,2,30,6,12,38
"857","221110 CU vs OR 2-3s5","CU","OR","CU 22","FALSE","FALSE",0,1,7,0,3,14,2,8,19
"858","221110 CU vs OR 2-3s5","OR","CU","22","TRUE","TRUE",0,1,7,0,3,14,2,8,19
"859","221112 CU vs OR St 3-0s1","CU","OR St","CU 22","TRUE","TRUE",1,0,10,0,1,21,4,11,26
"860","221112 CU vs OR St 3-0s1","OR St","CU","22","FALSE","FALSE",1,0,10,0,1,21,4,11,26
"861","221112 CU vs OR St 3-0s2","CU","OR St","CU 22","TRUE","TRUE",4,0,9,0,1,23,5,13,29
"862","221112 CU vs OR St 3-0s2","OR St","CU","22","FALSE","FALSE",4,0,9,0,1,23,5,13,29
"863","221112 CU vs OR St 3-0s3","CU","OR St","CU 22","TRUE","TRUE",4,0,5,1,4,19,5,10,28
"864","221112 CU vs OR St 3-0s3","OR St","CU","22","FALSE","FALSE",4,0,5,1,4,19,5,10,28
"865","221118 CU @ WA 3-0s1","CU","WA","CU 22","TRUE","TRUE",8,1,3,0,3,28,3,12,34
"866","221118 CU @ WA 3-0s1","WA","CU","22","FALSE","FALSE",8,1,3,0,3,28,3,12,34
"867","221118 CU @ WA 3-0s2","CU","WA","CU 22","TRUE","TRUE",8,0,4,0,5,29,4,12,38
"868","221118 CU @ WA 3-0s2","WA","CU","22","FALSE","FALSE",8,0,4,0,5,29,4,12,38
"869","221118 CU @ WA 3-0s3","CU","WA","CU 22","TRUE","TRUE",8,0,4,0,5,25,3,12,33
"870","221118 CU @ WA 3-0s3","WA","CU","22","FALSE","FALSE",8,0,4,0,5,25,3,12,33
"871","221120 CU @ WA St 1-3s1","CU","WA St","CU 22","FALSE","FALSE",3,0,7,1,0,26,8,11,34
"872","221120 CU @ WA St 1-3s1","WA St","CU","22","TRUE","TRUE",3,0,7,1,0,26,8,11,34
"873","221120 CU @ WA St 1-3s2","CU","WA St","CU 22","FALSE","TRUE",4,1,2,2,3,31,3,9,37
"874","221120 CU @ WA St 1-3s2","WA St","CU","22","TRUE","FALSE",4,1,2,2,3,31,3,9,37
"875","221120 CU @ WA St 1-3s3","CU","WA St","CU 22","FALSE","FALSE",3,1,5,0,6,27,2,9,35
"876","221120 CU @ WA St 1-3s3","WA St","CU","22","TRUE","TRUE",3,1,5,0,6,27,2,9,35
"877","221120 CU @ WA St 1-3s4","CU","WA St","CU 22","FALSE","FALSE",2,1,7,0,3,18,5,10,26
"878","221120 CU @ WA St 1-3s4","WA St","CU","22","TRUE","TRUE",2,1,7,0,3,18,5,10,26
"879","221123 CU @ AZ 3-1s1","AZ","CU","22","FALSE","FALSE",6,1,5,1,5,23,3,13,31
"880","221123 CU @ AZ 3-1s1","CU","AZ","CU 22","TRUE","TRUE",6,1,5,1,5,23,3,13,31
"881","221123 CU @ AZ 3-1s2","AZ","CU","22","FALSE","TRUE",5,0,5,1,10,27,2,11,39
"882","221123 CU @ AZ 3-1s2","CU","AZ","CU 22","TRUE","FALSE",5,0,5,1,10,27,2,11,39
"883","221123 CU @ AZ 3-1s3","AZ","CU","22","FALSE","FALSE",3,0,5,0,3,31,5,8,39
"884","221123 CU @ AZ 3-1s3","CU","AZ","CU 22","TRUE","TRUE",3,0,5,0,3,31,5,8,39
"885","221123 CU @ AZ 3-1s4","AZ","CU","22","FALSE","FALSE",4,0,2,1,3,26,6,7,35
"886","221123 CU @ AZ 3-1s4","CU","AZ","CU 22","TRUE","TRUE",4,0,2,1,3,26,6,7,35
"887","221125 CU vs UT 3-1s1","CU","UT","CU 22","TRUE","FALSE",4,0,6,0,2,30,2,10,34
"888","221125 CU vs UT 3-1s1","UT","CU","22","FALSE","TRUE",4,0,6,0,2,30,2,10,34
"889","221125 CU vs UT 3-1s2","CU","UT","CU 22","TRUE","TRUE",5,1,6,0,1,29,4,12,34
"890","221125 CU vs UT 3-1s2","UT","CU","22","FALSE","FALSE",5,1,6,0,1,29,4,12,34
"891","221125 CU vs UT 3-1s3","CU","UT","CU 22","TRUE","TRUE",5,1,5,0,4,27,6,11,37
"892","221125 CU vs UT 3-1s3","UT","CU","22","FALSE","FALSE",5,1,5,0,4,27,6,11,37
"893","221125 CU vs UT 3-1s4","CU","UT","CU 22","TRUE","TRUE",0,0,7,0,3,29,3,7,35
"894","221125 CU vs UT 3-1s4","UT","CU","22","FALSE","FALSE",0,0,7,0,3,29,3,7,35
"895","221201 CU vs Rice 1-3s1","CU","Rice","CU 22","FALSE","FALSE",6,2,9,0,1,29,3,17,33
"896","221201 CU vs Rice 1-3s1","Rice","CU","22","TRUE","TRUE",6,2,9,0,1,29,3,17,33
"897","221201 CU vs Rice 1-3s2","CU","Rice","CU 22","FALSE","TRUE",3,1,8,0,1,30,7,12,38
"898","221201 CU vs Rice 1-3s2","Rice","CU","22","TRUE","FALSE",3,1,8,0,1,30,7,12,38
"899","221201 CU vs Rice 1-3s3","CU","Rice","CU 22","FALSE","FALSE",1,0,8,1,3,25,3,10,31
"900","221201 CU vs Rice 1-3s3","Rice","CU","22","TRUE","TRUE",1,0,8,1,3,25,3,10,31
"901","221201 CU vs Rice 1-3s4","CU","Rice","CU 22","FALSE","FALSE",1,2,7,1,1,26,1,11,28
"902","221201 CU vs Rice 1-3s4","Rice","CU","22","TRUE","TRUE",1,2,7,1,1,26,1,11,28
"903","230825 CU vs UNLV 1-3s1","CU","UNLV","CU 23","FALSE","TRUE",4,1,12,0,3,22,3,17,28
"904","230825 CU vs UNLV 1-3s1","UNLV","CU","23","TRUE","FALSE",4,1,12,0,3,22,3,17,28
"905","230825 CU vs UNLV 1-3s2","CU","UNLV","CU 23","FALSE","FALSE",5,1,5,0,3,28,6,11,37
"906","230825 CU vs UNLV 1-3s2","UNLV","CU","23","TRUE","TRUE",5,1,5,0,3,28,6,11,37
"907","230825 CU vs UNLV 1-3s3","CU","UNLV","CU 23","FALSE","FALSE",4,0,5,0,4,22,4,9,30
"908","230825 CU vs UNLV 1-3s3","UNLV","CU","23","TRUE","TRUE",4,0,5,0,4,22,4,9,30
"909","230825 CU vs UNLV 1-3s4","CU","UNLV","CU 23","FALSE","FALSE",5,0,4,0,4,27,3,9,34
"910","230825 CU vs UNLV 1-3s4","UNLV","CU","23","TRUE","TRUE",5,0,4,0,4,27,3,9,34
"911","230826 CU vs Campbell 3-0s1","CU","Campbell","CU 23","TRUE","TRUE",4,0,8,1,3,26,3,13,32
"912","230826 CU vs Campbell 3-0s1","Campbell","CU","23","FALSE","FALSE",4,0,8,1,3,26,3,13,32
"913","230826 CU vs Campbell 3-0s2","CU","Campbell","CU 23","TRUE","TRUE",2,0,6,0,4,15,9,8,28
"914","230826 CU vs Campbell 3-0s2","Campbell","CU","23","FALSE","FALSE",2,0,6,0,4,15,9,8,28
"915","230826 CU vs Campbell 3-0s3","CU","Campbell","CU 23","TRUE","TRUE",4,3,4,0,3,26,7,11,36
"916","230826 CU vs Campbell 3-0s3","Campbell","CU","23","FALSE","FALSE",4,3,4,0,3,26,7,11,36
"917","230827 CU vs N TX 3-0s1","CU","N TX","CU 23","TRUE","TRUE",5,0,6,1,3,28,0,12,31
"918","230827 CU vs N TX 3-0s1","N TX","CU","23","FALSE","FALSE",5,0,6,1,3,28,0,12,31
"919","230827 CU vs N TX 3-0s2","CU","N TX","CU 23","TRUE","TRUE",2,0,6,0,2,36,2,8,40
"920","230827 CU vs N TX 3-0s2","N TX","CU","23","FALSE","FALSE",2,0,6,0,2,36,2,8,40
"921","230827 CU vs N TX 3-0s3","CU","N TX","CU 23","TRUE","TRUE",3,2,7,1,1,29,1,13,31
"922","230827 CU vs N TX 3-0s3","N TX","CU","23","FALSE","FALSE",3,2,7,1,1,29,1,13,31
"923","230831 CU @ UNCO 3-0s1","CU","UNCO","CU 23","TRUE","TRUE",6,0,6,0,2,29,3,12,34
"924","230831 CU @ UNCO 3-0s1","UNCO","CU","23","FALSE","FALSE",6,0,6,0,2,29,3,12,34
"925","230831 CU @ UNCO 3-0s2","CU","UNCO","CU 23","TRUE","TRUE",5,2,4,0,4,24,4,11,32
"926","230831 CU @ UNCO 3-0s2","UNCO","CU","23","FALSE","FALSE",5,2,4,0,4,24,4,11,32
"927","230831 CU @ UNCO 3-0s3","CU","UNCO","CU 23","TRUE","TRUE",8,1,6,0,3,22,7,15,32
"928","230831 CU @ UNCO 3-0s3","UNCO","CU","23","FALSE","FALSE",8,1,6,0,3,22,7,15,32
"929","230901 CU vs Xavier 3-0s1","CU","Xavier","CU 23","TRUE","TRUE",3,0,5,0,1,32,0,8,33
"930","230901 CU vs Xavier 3-0s1","Xavier","CU","23","FALSE","FALSE",3,0,5,0,1,32,0,8,33
"931","230901 CU vs Xavier 3-0s2","CU","Xavier","CU 23","TRUE","TRUE",4,0,6,0,2,27,6,10,35
"932","230901 CU vs Xavier 3-0s2","Xavier","CU","23","FALSE","FALSE",4,0,6,0,2,27,6,10,35
"933","230901 CU vs Xavier 3-0s3","CU","Xavier","CU 23","TRUE","TRUE",2,1,9,0,1,15,7,12,23
"934","230901 CU vs Xavier 3-0s3","Xavier","CU","23","FALSE","FALSE",2,1,9,0,1,15,7,12,23
"935","230902 CU vs UNCC 3-0s1","CU","UNCC","CU 23","TRUE","TRUE",3,0,6,1,1,24,5,10,30
"936","230902 CU vs UNCC 3-0s1","UNCC","CU","23","FALSE","FALSE",3,0,6,1,1,24,5,10,30
"937","230902 CU vs UNCC 3-0s2","CU","UNCC","CU 23","TRUE","TRUE",6,0,6,0,4,21,4,12,29
"938","230902 CU vs UNCC 3-0s2","UNCC","CU","23","FALSE","FALSE",6,0,6,0,4,21,4,12,29
"939","230902 CU vs UNCC 3-0s3","CU","UNCC","CU 23","TRUE","TRUE",7,1,3,2,1,27,4,13,32
"940","230902 CU vs UNCC 3-0s3","UNCC","CU","23","FALSE","FALSE",7,1,3,2,1,27,4,13,32
"941","230908 CU vs KS 1-3s1","CU","KS","CU 23","FALSE","FALSE",6,2,8,0,3,26,3,16,32
"942","230908 CU vs KS 1-3s1","KS","CU","23","TRUE","TRUE",6,2,8,0,3,26,3,16,32
"943","230908 CU vs KS 1-3s2","CU","KS","CU 23","FALSE","TRUE",6,0,11,0,2,26,7,17,35
"944","230908 CU vs KS 1-3s2","KS","CU","23","TRUE","FALSE",6,0,11,0,2,26,7,17,35
"945","230908 CU vs KS 1-3s3","CU","KS","CU 23","FALSE","FALSE",8,1,7,0,1,24,1,16,26
"946","230908 CU vs KS 1-3s3","KS","CU","23","TRUE","TRUE",8,1,7,0,1,24,1,16,26
